sim_minute,hour_of_day,solar_output_kw,consumption_kw,battery_level_kwh,net_flow_kw,time_sin,time_cos,is_deficit
0,0.0,0.0,0.0127,2.9873,-0.0127,0.0,1.0,0
1,0.0167,0.0,0.0183,2.969,-0.0183,0.004363,0.99999,0
2,0.0333,0.0,0.0147,2.9543,-0.0147,0.008727,0.999962,0
3,0.05,0.0,0.0114,2.9429,-0.0114,0.01309,0.999914,0
4,0.0667,0.0,0.0131,2.9298,-0.0131,0.017452,0.999848,0
5,0.0833,0.0,0.0174,2.9124,-0.0174,0.021815,0.999762,0
6,0.1,0.0,0.0136,2.8988,-0.0136,0.026177,0.999657,0
7,0.1167,0.0,0.0156,2.8832,-0.0156,0.030539,0.999534,0
8,0.1333,0.0,0.0152,2.868,-0.0152,0.034899,0.999391,0
9,0.15,0.0,0.0151,2.8529,-0.0151,0.03926,0.999229,0
10,0.1667,0.0,0.0138,2.8391,-0.0138,0.043619,0.999048,0
11,0.1833,0.0,0.0161,2.823,-0.0161,0.047978,0.998848,0
12,0.2,0.0,0.0127,2.8103,-0.0127,0.052336,0.99863,0
13,0.2167,0.0,0.0153,2.795,-0.0153,0.056693,0.998392,0
14,0.2333,0.0,0.0147,2.7803,-0.0147,0.061049,0.998135,0
15,0.25,0.0,0.0156,2.7647,-0.0156,0.065403,0.997859,0
16,0.2667,0.0,0.0133,2.7514,-0.0133,0.069756,0.997564,0
17,0.2833,0.0,0.0146,2.7368,-0.0146,0.074108,0.99725,0
18,0.3,0.0,0.013,2.7238,-0.013,0.078459,0.996917,0
19,0.3167,0.0,0.0143,2.7095,-0.0143,0.082808,0.996566,0
20,0.3333,0.0,0.0105,2.699,-0.0105,0.087156,0.996195,0
21,0.35,0.0,0.012,2.687,-0.012,0.091502,0.995805,0
22,0.3667,0.0,0.0134,2.6736,-0.0134,0.095846,0.995396,0
23,0.3833,0.0,0.0132,2.6604,-0.0132,0.100188,0.994969,0
24,0.4,0.0,0.0109,2.6495,-0.0109,0.104528,0.994522,0
25,0.4167,0.0,0.0135,2.636,-0.0135,0.108867,0.994056,0
26,0.4333,0.0,0.0138,2.6222,-0.0138,0.113203,0.993572,0
27,0.45,0.0,0.0165,2.6057,-0.0165,0.117537,0.993068,0
28,0.4667,0.0,0.0145,2.5912,-0.0145,0.121869,0.992546,0
29,0.4833,0.0,0.012,2.5792,-0.012,0.126199,0.992005,0
30,0.5,0.0,0.0134,2.5658,-0.0134,0.130526,0.991445,0
31,0.5167,0.0,0.0173,2.5485,-0.0173,0.134851,0.990866,0
32,0.5333,0.0,0.0134,2.5351,-0.0134,0.139173,0.990268,0
33,0.55,0.0,0.0106,2.5245,-0.0106,0.143493,0.989651,0
34,0.5667,0.0,0.0141,2.5104,-0.0141,0.147809,0.989016,0
35,0.5833,0.0,0.0159,2.4945,-0.0159,0.152123,0.988362,0
36,0.6,0.0,0.015,2.4795,-0.015,0.156434,0.987688,0
37,0.6167,0.0,0.0119,2.4676,-0.0119,0.160743,0.986996,0
38,0.6333,0.0,0.0175,2.4501,-0.0175,0.165048,0.986286,0
39,0.65,0.0,0.0135,2.4366,-0.0135,0.16935,0.985556,0
40,0.6667,0.0,0.0167,2.4199,-0.0167,0.173648,0.984808,0
41,0.6833,0.0,0.0159,2.404,-0.0159,0.177944,0.984041,0
42,0.7,0.0,0.0145,2.3895,-0.0145,0.182236,0.983255,0
43,0.7167,0.0,0.0139,2.3756,-0.0139,0.186524,0.98245,0
44,0.7333,0.0,0.0146,2.361,-0.0146,0.190809,0.981627,0
45,0.75,0.0,0.0184,2.3426,-0.0184,0.19509,0.980785,0
46,0.7667,0.0,0.0144,2.3282,-0.0144,0.199368,0.979925,0
47,0.7833,0.0,0.0126,2.3156,-0.0126,0.203642,0.979045,0
48,0.8,0.0,0.0154,2.3002,-0.0154,0.207912,0.978148,0
49,0.8167,0.0,0.0173,2.2829,-0.0173,0.212178,0.977231,0
50,0.8333,0.0,0.0143,2.2686,-0.0143,0.21644,0.976296,0
51,0.85,0.0,0.0156,2.253,-0.0156,0.220697,0.975342,0
52,0.8667,0.0,0.0133,2.2397,-0.0133,0.224951,0.97437,0
53,0.8833,0.0,0.0147,2.225,-0.0147,0.2292,0.973379,0
54,0.9,0.0,0.015,2.21,-0.015,0.233445,0.97237,0
55,0.9167,0.0,0.0165,2.1935,-0.0165,0.237686,0.971342,0
56,0.9333,0.0,0.0148,2.1787,-0.0148,0.241922,0.970296,0
57,0.95,0.0,0.0125,2.1662,-0.0125,0.246153,0.969231,0
58,0.9667,0.0,0.0165,2.1497,-0.0165,0.25038,0.968148,0
59,0.9833,0.0,0.0164,2.1333,-0.0164,0.254602,0.967046,0
60,1.0,0.0,0.0139,2.1194,-0.0139,0.258819,0.965926,0
61,1.0167,0.0,0.0157,2.1037,-0.0157,0.263031,0.964787,0
62,1.0333,0.0,0.0164,2.0873,-0.0164,0.267238,0.96363,0
63,1.05,0.0,0.0133,2.074,-0.0133,0.27144,0.962455,0
64,1.0667,0.0,0.0162,2.0578,-0.0162,0.275637,0.961262,0
65,1.0833,0.0,0.0131,2.0447,-0.0131,0.279829,0.96005,0
66,1.1,0.0,0.012,2.0327,-0.012,0.284015,0.95882,0
67,1.1167,0.0,0.0131,2.0196,-0.0131,0.288196,0.957571,0
68,1.1333,0.0,0.0142,2.0054,-0.0142,0.292372,0.956305,0
69,1.15,0.0,0.0163,1.9891,-0.0163,0.296542,0.95502,0
70,1.1667,0.0,0.0139,1.9752,-0.0139,0.300706,0.953717,0
71,1.1833,0.0,0.0161,1.9591,-0.0161,0.304864,0.952396,0
72,1.2,0.0,0.0131,1.946,-0.0131,0.309017,0.951057,0
73,1.2167,0.0,0.0141,1.9319,-0.0141,0.313164,0.949699,0
74,1.2333,0.0,0.0133,1.9186,-0.0133,0.317305,0.948324,0
75,1.25,0.0,0.017,1.9016,-0.017,0.321439,0.94693,0
76,1.2667,0.0,0.0132,1.8884,-0.0132,0.325568,0.945519,0
77,1.2833,0.0,0.0121,1.8763,-0.0121,0.329691,0.944089,0
78,1.3,0.0,0.0194,1.8569,-0.0194,0.333807,0.942641,0
79,1.3167,0.0,0.0129,1.844,-0.0129,0.337917,0.941176,0
80,1.3333,0.0,0.0162,1.8278,-0.0162,0.34202,0.939693,0
81,1.35,0.0,0.013,1.8148,-0.013,0.346117,0.938191,0
82,1.3667,0.0,0.0148,1.8,-0.0148,0.350207,0.936672,0
83,1.3833,0.0,0.0096,1.7904,-0.0096,0.354291,0.935135,0
84,1.4,0.0,0.0149,1.7755,-0.0149,0.358368,0.93358,0
85,1.4167,0.0,0.0174,1.7581,-0.0174,0.362438,0.932008,0
86,1.4333,0.0,0.0136,1.7445,-0.0136,0.366501,0.930418,0
87,1.45,0.0,0.0138,1.7307,-0.0138,0.370557,0.92881,0
88,1.4667,0.0,0.0132,1.7175,-0.0132,0.374607,0.927184,0
89,1.4833,0.0,0.011,1.7065,-0.011,0.378649,0.925541,0
90,1.5,0.0,0.0132,1.6933,-0.0132,0.382683,0.92388,0
91,1.5167,0.0,0.014,1.6793,-0.014,0.386711,0.922201,0
92,1.5333,0.0,0.012,1.6673,-0.012,0.390731,0.920505,0
93,1.55,0.0,0.0123,1.655,-0.0123,0.394744,0.918791,0
94,1.5667,0.0,0.0128,1.6422,-0.0128,0.398749,0.91706,0
95,1.5833,0.0,0.0145,1.6277,-0.0145,0.402747,0.915311,0
96,1.6,0.0,0.0137,1.614,-0.0137,0.406737,0.913545,0
97,1.6167,0.0,0.014,1.6,-0.014,0.410719,0.911762,0
98,1.6333,0.0,0.0161,1.5839,-0.0161,0.414693,0.909961,0
99,1.65,0.0,0.0127,1.5712,-0.0127,0.41866,0.908143,0
100,1.6667,0.0,0.0178,1.5534,-0.0178,0.422618,0.906308,0
101,1.6833,0.0,0.0132,1.5402,-0.0132,0.426569,0.904455,0
102,1.7,0.0,0.0136,1.5266,-0.0136,0.430511,0.902585,0
103,1.7167,0.0,0.0151,1.5115,-0.0151,0.434445,0.900698,0
104,1.7333,0.0,0.0152,1.4963,-0.0152,0.438371,0.898794,0
105,1.75,0.0,0.0108,1.4855,-0.0108,0.442289,0.896873,0
106,1.7667,0.0,0.0143,1.4712,-0.0143,0.446198,0.894934,0
107,1.7833,0.0,0.0151,1.4561,-0.0151,0.450098,0.892979,0
108,1.8,0.0,0.0168,1.4393,-0.0168,0.45399,0.891007,0
109,1.8167,0.0,0.015,1.4243,-0.015,0.457874,0.889017,0
110,1.8333,0.0,0.0129,1.4114,-0.0129,0.461749,0.887011,0
111,1.85,0.0,0.0153,1.3961,-0.0153,0.465615,0.884988,0
112,1.8667,0.0,0.0166,1.3795,-0.0166,0.469472,0.882948,0
113,1.8833,0.0,0.0141,1.3654,-0.0141,0.47332,0.880891,0
114,1.9,0.0,0.014,1.3514,-0.014,0.477159,0.878817,0
115,1.9167,0.0,0.0119,1.3395,-0.0119,0.480989,0.876727,0
116,1.9333,0.0,0.0117,1.3278,-0.0117,0.48481,0.87462,0
117,1.95,0.0,0.0179,1.3099,-0.0179,0.488621,0.872496,0
118,1.9667,0.0,0.0122,1.2977,-0.0122,0.492424,0.870356,0
119,1.9833,0.0,0.0147,1.283,-0.0147,0.496217,0.868199,0
120,2.0,0.0,0.0138,1.2692,-0.0138,0.5,0.866025,0
121,2.0167,0.0,0.0125,1.2567,-0.0125,0.503774,0.863836,0
122,2.0333,0.0,0.0123,1.2444,-0.0123,0.507538,0.861629,0
123,2.05,0.0,0.0145,1.2299,-0.0145,0.511293,0.859406,0
124,2.0667,0.0,0.0166,1.2133,-0.0166,0.515038,0.857167,0
125,2.0833,0.0,0.0114,1.2019,-0.0114,0.518773,0.854912,0
126,2.1,0.0,0.0155,1.1864,-0.0155,0.522499,0.85264,0
127,2.1167,0.0,0.0129,1.1735,-0.0129,0.526214,0.850352,0
128,2.1333,0.0,0.0151,1.1584,-0.0151,0.529919,0.848048,0
129,2.15,0.0,0.0158,1.1426,-0.0158,0.533615,0.845728,0
130,2.1667,0.0,0.0145,1.1281,-0.0145,0.5373,0.843391,0
131,2.1833,0.0,0.0165,1.1116,-0.0165,0.540974,0.841039,0
132,2.2,0.0,0.015,1.0966,-0.015,0.544639,0.838671,0
133,2.2167,0.0,0.0128,1.0838,-0.0128,0.548293,0.836286,0
134,2.2333,0.0,0.0135,1.0703,-0.0135,0.551937,0.833886,0
135,2.25,0.0,0.0173,1.053,-0.0173,0.55557,0.83147,0
136,2.2667,0.0,0.0147,1.0383,-0.0147,0.559193,0.829038,0
137,2.2833,0.0,0.0149,1.0234,-0.0149,0.562805,0.82659,0
138,2.3,0.0,0.0148,1.0086,-0.0148,0.566406,0.824126,0
139,2.3167,0.0,0.0163,0.9923,-0.0163,0.569997,0.821647,0
140,2.3333,0.0,0.0143,0.978,-0.0143,0.573576,0.819152,0
141,2.35,0.0,0.0143,0.9637,-0.0143,0.577145,0.816642,0
142,2.3667,0.0,0.0121,0.9516,-0.0121,0.580703,0.814116,0
143,2.3833,0.0,0.0155,0.9361,-0.0155,0.58425,0.811574,0
144,2.4,0.0,0.012,0.9241,-0.012,0.587785,0.809017,0
145,2.4167,0.0,0.0147,0.9094,-0.0147,0.59131,0.806445,0
146,2.4333,0.0,0.0131,0.8963,-0.0131,0.594823,0.803857,0
147,2.45,0.0,0.0123,0.884,-0.0123,0.598325,0.801254,0
148,2.4667,0.0,0.0155,0.8685,-0.0155,0.601815,0.798636,0
149,2.4833,0.0,0.0135,0.855,-0.0135,0.605294,0.796002,0
150,2.5,0.0,0.0157,0.8393,-0.0157,0.608761,0.793353,0
151,2.5167,0.0,0.0113,0.828,-0.0113,0.612217,0.79069,0
152,2.5333,0.0,0.0136,0.8144,-0.0136,0.615661,0.788011,0
153,2.55,0.0,0.015,0.7994,-0.015,0.619094,0.785317,0
154,2.5667,0.0,0.0163,0.7831,-0.0163,0.622515,0.782608,0
155,2.5833,0.0,0.0169,0.7662,-0.0169,0.625923,0.779884,0
156,2.6,0.0,0.0127,0.7535,-0.0127,0.62932,0.777146,0
157,2.6167,0.0,0.0161,0.7374,-0.0161,0.632705,0.774393,0
158,2.6333,0.0,0.0163,0.7211,-0.0163,0.636078,0.771625,0
159,2.65,0.0,0.0141,0.707,-0.0141,0.639439,0.768842,0
160,2.6667,0.0,0.0095,0.6975,-0.0095,0.642788,0.766044,0
161,2.6833,0.0,0.0116,0.6859,-0.0116,0.646124,0.763232,0
162,2.7,0.0,0.0139,0.672,-0.0139,0.649448,0.760406,0
163,2.7167,0.0,0.0096,0.6624,-0.0096,0.65276,0.757565,0
164,2.7333,0.0,0.0125,0.6499,-0.0125,0.656059,0.75471,0
165,2.75,0.0,0.0146,0.6353,-0.0146,0.659346,0.75184,0
166,2.7667,0.0,0.0152,0.6201,-0.0152,0.66262,0.748956,0
167,2.7833,0.0,0.0156,0.6045,-0.0156,0.665882,0.746057,0
168,2.8,0.0,0.0133,0.5912,-0.0133,0.669131,0.743145,0
169,2.8167,0.0,0.0154,0.5758,-0.0154,0.672367,0.740218,0
170,2.8333,0.0,0.0162,0.5596,-0.0162,0.67559,0.737277,0
